"","GSE197754_enriched environment (EE)"
"13358",0.00362120315147213
"13360",0.00417050646865438
"13361",0.0119636208153238
"13363",0.767826748280835
"13367",0.00318981026699485
"13368",0.0209498106128447
"13371",0.00262889593994055
"13382",0.00322766891280649
"13383",0.00282243172611819
"13384",0.00432004306318194
"13385",0.00138190390379337
"13386",0.0437520322876572
"13388",0.0147918188458729
"13389",0.0665677776788541
"13390",0.0108791975021097
"13392",0.0220385594572582
"13394",0.355235067938673
"13395",0.0132934277790744
"13396",0.0557843735048925
"13397",1.22372971504356
"13400",0.0145359430321939
"13401",0.00285526552735168
"13404",0.106023048508531
"13405",0.00259974761475419
"13406",0.0143255419086378
"13409",0.791919537129231
"13411",0.0341284817986807
"13417",0.0631670958284511
"13418",0.00279503537431708
"13419",0.57613586877631
"13421",0.63442202765807
"13423",0.0271324574907214
"13424",0.00160196098439368
"13426",0.00172601879679215
"13427",0.00169324582384939
"13429",0.000900084911668231
"13430",0.00217515972511002
"13433",0.00271086079484835
"13434",0.010379573601786
"13435",0.00260121607096918
"13436",0.113637878111944
"13437",0.00554492018679487
"13445",0.0033503109343087
"13446",0.0149188372624778
"13447",0.00275328075682148
"13448",0.0543931180796848
"13449",0.18074695589445
"13478",0.00963411881481734
"13479",0.133147155376009
"13480",0.0100111825543404
"13481",0.00498131995441317
"13482",0.0851705038771581
"13483",0.00129267575587297
"13486",0.00296651311757183
"13487",0.173078698101428
"13488",0.0210505330169316
"13489",0.0565195173218175
"13490",0.233117902243871
"13491",0.759243071127294
"13492",0.015376
"13494",0.00239954529679086
"13495",0.00301422529796232
"13496",0.013777754763913
"13497",0.00239307314643474
"13498",0.00199356651386085
"13505",0.480392145271571
"13506",0.0887567470778001
"13507",0.0431697799441398
"13508",0.00242297592011157
"13510",1.06638854053914
"13511",0.0187278433960373
"13516",0.162074274037682
"13518",0.00276602967597192
"13521",0.0218341652906351
"13522",1.19150559260246
"13524",0.151034537463223
"13527",0.00153155714630739
"13528",0.00263547713689268
"13537",0.151980023668639
"13542",0.00328842363543367
"13543",0.0100442891886475
"13544",0.00285894764309021
"13548",0.00187365057132257
"13549",0.00323280120352551
"13555",0.0148027502582441
"13557",0.00333987859837082
"13559",0.00865035655254445
"13560",0.00694147387686236
"13589",0.00233084153971725
"13590",0.0121332841968755
"13591",0.043276146837871
"13592",0.064713292222055
"13593",0.0555378615062931
"13595",0.005994255494755
"13599",0.131765300300372
"13601",0.0326154627654857
"13603",0.0914641985136874
