"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_166916_coefficient","contrast_166916_log2fc","contrast_166916_tstat","contrast_166916_pvalue","contrast_166917_coefficient","contrast_166917_log2fc","contrast_166917_tstat","contrast_166917_pvalue","contrast_166919_coefficient","contrast_166919_log2fc","contrast_166919_tstat","contrast_166919_pvalue"
"17899",18569,18569,"ENSMUSG00000024975","Pdcd4","programmed cell death 4",0.7834,0.8993,0.8711,0.0258,0.0258,0.6745,0.5065,0.0335,0.0335,0.8946,0.38,0.0065,0.0065,0.1501,0.882
"17900",246221,246221,"ENSMUSG00000071711","Mpst","mercaptopyruvate sulfurtransferase",0.7834,0.8993,0.871,0.003,0.003,0.0435,0.9657,-0.0521,-0.0521,-0.7663,0.451,-0.0214,-0.0214,-0.277,0.7842
"17901",19662,19662,"ENSMUSG00000024990","Rbp4","retinol binding protein 4, plasma",0.7832,0.8993,0.8708,-0.0113,-0.0113,-0.0794,0.9374,-0.0574,-0.0574,-0.4119,0.6841,0.0835,0.0835,0.5339,0.5984
"17902",19701,19701,"ENSMUSG00000070645","Ren1","renin 1 structural",0.7835,0.8993,0.8711,-0.2678,-0.2678,-0.3978,0.6943,-0.6891,-0.6891,-1.0044,0.3253,-0.2814,-0.2814,-0.3752,0.7108
"17903",105940408,105940408,"ENSMUSG00000021139","S2bpcox16","synaptojanin 2 binding protein Cox16 readthrough",0.7837,0.8995,0.8713,-0.0847,-0.0847,-0.9652,0.3441,-0.0296,-0.0296,-0.3459,0.7324,-0.0324,-0.0324,-0.3318,0.7429
"17904",105246396,105246396,"","Gm41688","predicted gene, 41688",0.7838,0.8995,0.8713,0.2134,0.2134,0.6994,0.4911,0.2469,0.2469,0.8262,0.4169,0.3345,0.3345,1.0003,0.3272
"17905",71445,71445,"ENSMUSG00000087174","5530601H04Rik","RIKEN cDNA 5530601H04 gene",0.7837,0.8995,0.8712,0.0905,0.0905,0.7733,0.447,0.0935,0.0935,0.8156,0.4228,0.0163,0.0163,0.124,0.9023
"17906",330554,330554,"ENSMUSG00000033458","Fan1","FANCD2/FANCI-associated nuclease 1",0.7839,0.8995,0.8715,-0.0588,-0.0588,-0.8198,0.4205,-0.008,-0.008,-0.1139,0.9102,-0.0458,-0.0458,-0.5719,0.5728
"17907",102642652,102642652,"","Gm38623","predicted gene, 38623",0.7839,0.8995,0.8715,-0.0663,-0.0663,-0.1831,0.8563,-0.3104,-0.3104,-0.8587,0.3991,-0.0328,-0.0328,-0.0818,0.9355
"17908",236899,236899,"ENSMUSG00000035246","Pcyt1b","phosphate cytidylyltransferase 1, choline, beta isoform",0.7839,0.8995,0.8714,-0.0132,-0.0132,-0.3572,0.7241,0.0114,0.0114,0.3146,0.7558,0.0211,0.0211,0.5082,0.616
"17909",269437,269437,"ENSMUSG00000036834","Plch1","phospholipase C, eta 1",0.7838,0.8995,0.8714,0.0817,0.0817,0.5205,0.6076,0.1554,0.1554,1.0171,0.3193,0.0918,0.0918,0.5267,0.6033
"17910",66152,66152,"ENSMUSG00000059534","Uqcr10","ubiquinol-cytochrome c reductase, complex III subunit X",0.7844,0.8995,0.8721,-0.1089,-0.1089,-1.0114,0.322,-0.0781,-0.0781,-0.7426,0.465,-0.0551,-0.0551,-0.4555,0.6528
"17911",54169,54169,"ENSMUSG00000021767","Kat6b","K(lysine) acetyltransferase 6B",0.7842,0.8995,0.8717,-0.0033,-0.0033,-0.048,0.9621,-0.0011,-0.0011,-0.0167,0.9868,0.0599,0.0599,0.7817,0.4421
"17912",108101,108101,"ENSMUSG00000024965","Fermt3","fermitin family member 3",0.7842,0.8995,0.8718,0.0096,0.0096,0.0876,0.9309,-0.0797,-0.0797,-0.7365,0.4686,-0.0267,-0.0267,-0.2176,0.8296
"17913",241066,241066,"ENSMUSG00000026017","Carf","calcium response factor",0.7842,0.8995,0.8717,0.075,0.075,1.0022,0.3263,0.0582,0.0582,0.7935,0.4354,0.0641,0.0641,0.7659,0.4513
"17914",20378,20378,"ENSMUSG00000027004","Frzb","frizzled-related protein",0.7843,0.8995,0.8719,-0.0571,-0.0571,-0.653,0.52,-0.083,-0.083,-0.9666,0.3435,-0.0271,-0.0271,-0.2768,0.7843
"17915",105243975,105243975,"","Gm39675","predicted gene, 39675",0.7842,0.8995,0.8718,0.1706,0.1706,0.8673,0.3945,0.1809,0.1809,0.9378,0.3578,0.1892,0.1892,0.8672,0.3945
"17916",67204,67204,"ENSMUSG00000074656","Eif2s2","eukaryotic translation initiation factor 2 subunit 2 beta",0.7843,0.8995,0.8719,0.0264,0.0264,0.422,0.6768,-0.0191,-0.0191,-0.3113,0.7583,0.0318,0.0318,0.4522,0.6552
"17917",69282,69282,"ENSMUSG00000095040","1700001J03Rik","RIKEN cDNA 1700001J03 gene",0.7841,0.8995,0.8716,0.3231,0.3231,1.0277,0.3144,0.2118,0.2118,0.6794,0.5035,0.1811,0.1811,0.5141,0.6119
"17918",66752,66752,"ENSMUSG00000097908","4933404O12Rik","RIKEN cDNA 4933404O12 gene",0.784,0.8995,0.8716,0.069,0.069,0.9659,0.3438,0.0378,0.0378,0.5382,0.5954,0.0634,0.0634,0.7947,0.4346
"17919",76138,76138,"ENSMUSG00000038010","Ccdc138","coiled-coil domain containing 138",0.7844,0.8995,0.872,0.0274,0.0274,0.3553,0.7255,0.0716,0.0716,0.9496,0.3518,0.0249,0.0249,0.2896,0.7747
"17920",11656,11656,"ENSMUSG00000025270","Alas2","aminolevulinic acid synthase 2, erythroid",0.7844,0.8995,0.872,0.3581,0.3581,0.5536,0.585,0.5999,0.5999,0.9651,0.3442,0.5716,0.5716,0.8288,0.4154
"17921",73324,73324,"ENSMUSG00000020461","Clhc1","clathrin heavy chain linker domain containing 1",0.7846,0.8997,0.8721,0.1445,0.1445,0.334,0.7413,-0.1209,-0.1209,-0.2795,0.7823,0.276,0.276,0.5806,0.5669
"17922",634650,634650,"ENSMUSG00000092021","Gbp11","guanylate binding protein 11",0.7847,0.8997,0.8722,-0.1202,-0.1202,-0.5287,0.6019,-0.0027,-0.0027,-0.0124,0.9902,0.1051,0.1051,0.4274,0.6729
"17923",67187,67187,"ENSMUSG00000026974","Zmynd19","zinc finger, MYND domain containing 19",0.7848,0.8998,0.8722,-0.0041,-0.0041,-0.0999,0.9213,-0.025,-0.025,-0.625,0.5379,-0.0376,-0.0376,-0.8219,0.4193
"17924",57738,57738,"ENSMUSG00000022899","Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2",0.7849,0.8998,0.8723,-0.0023,-0.0023,-0.0265,0.9791,-0.0557,-0.0557,-0.6652,0.5123,0.0202,0.0202,0.2125,0.8335
"17925",319469,319469,"ENSMUSG00000021557","A230056J06Rik","RIKEN cDNA A230056J06 gene",0.7851,0.8999,0.8723,0.0734,0.0734,0.5369,0.5963,0.0492,0.0492,0.3661,0.7175,0.1497,0.1497,0.9928,0.3308
"17926",227094,227094,"ENSMUSG00000043015","Nemp2","nuclear envelope integral membrane protein 2",0.7851,0.8999,0.8724,0.127,0.127,0.9889,0.3326,0.0557,0.0557,0.4392,0.6645,0.0844,0.0844,0.5885,0.5618
"17927",66637,66637,"ENSMUSG00000014980","Tsen15","tRNA splicing endonuclease subunit 15",0.7851,0.8999,0.8724,-0.0161,-0.0161,-0.2207,0.8272,0.0306,0.0306,0.4298,0.6712,-0.0363,-0.0363,-0.4432,0.6617
"17928",244579,244579,"ENSMUSG00000043668","Tox3","TOX high mobility group box family member 3",0.7852,0.9,0.8725,-0.0702,-0.0702,-0.8253,0.4174,-0.0559,-0.0559,-0.6721,0.508,-0.0052,-0.0052,-0.0546,0.9569
"17929",668894,668894,"ENSMUSG00000079051","Vinac1","vinculin/alpha-catenin family member 1",0.7853,0.9,0.8725,0.1429,0.1429,0.7222,0.4772,-0.0174,-0.0174,-0.0887,0.9301,0.0382,0.0382,0.1714,0.8653
"17930",114875,114875,"ENSMUSG00000030230","Plcz1","phospholipase C, zeta 1",0.7856,0.9002,0.8726,0.0202,0.0202,0.1157,0.9089,-0.0556,-0.0556,-0.3222,0.7501,0.1172,0.1172,0.6083,0.5488
"17931",98238,98238,"ENSMUSG00000020869","Lrrc59","leucine rich repeat containing 59",0.7855,0.9002,0.8726,0.0101,0.0101,0.2957,0.7701,0.0307,0.0307,0.9154,0.3692,0.0085,0.0085,0.2192,0.8283
"17932",226562,226562,"ENSMUSG00000040225","Prrc2c","proline-rich coiled-coil 2C",0.7856,0.9002,0.8727,-0.0774,-0.0774,-0.9133,0.3703,-0.0207,-0.0207,-0.2504,0.8044,-0.0244,-0.0244,-0.2561,0.8001
"17933",73102,73102,"ENSMUSG00000038267","Slc22a23","solute carrier family 22, member 23",0.7855,0.9002,0.8726,0.0047,0.0047,0.0833,0.9343,-0.0196,-0.0196,-0.3569,0.7243,0.0364,0.0364,0.5789,0.5681
"17934",105244557,105244557,"","Gm40150","predicted gene, 40150",0.7858,0.9004,0.8727,0.1282,0.1282,0.6886,0.4977,0.1586,0.1586,0.8707,0.3926,0.1978,0.1978,0.9668,0.3434
"17935",105246894,105246894,"","Gm11753","predicted gene 11753",0.786,0.9004,0.8728,-0.0416,-0.0416,-0.1867,0.8535,0.0399,0.0399,0.1841,0.8555,-0.1858,-0.1858,-0.733,0.4707
"17936",12638,12638,"ENSMUSG00000041301","Cftr","cystic fibrosis transmembrane conductance regulator",0.7859,0.9004,0.8728,0.0305,0.0305,0.1058,0.9167,-0.0953,-0.0953,-0.3334,0.7417,0.1847,0.1847,0.588,0.562
"17937",12235,12235,"ENSMUSG00000027379","Bub1","BUB1, mitotic checkpoint serine/threonine kinase",0.7861,0.9004,0.8729,0.1211,0.1211,0.3452,0.733,0.2539,0.2539,0.7483,0.4616,-0.0543,-0.0543,-0.1364,0.8927
"17938",67800,67800,"ENSMUSG00000030747","Dgat2","diacylglycerol O-acyltransferase 2",0.7861,0.9004,0.873,-0.0441,-0.0441,-0.3206,0.7513,-0.1281,-0.1281,-0.9496,0.3519,-0.0549,-0.0549,-0.3544,0.7262
"17939",102633194,102633194,"","Gm31082","predicted gene, 31082",0.7861,0.9004,0.873,0.1639,0.1639,0.4195,0.6786,0.1229,0.1229,0.3189,0.7526,-0.2233,-0.2233,-0.4905,0.6283
"17940",67941,67941,"ENSMUSG00000036781","Rps27l","ribosomal protein S27-like",0.7861,0.9004,0.8729,-0.1219,-0.1219,-1.0169,0.3194,-0.0906,-0.0906,-0.7737,0.4467,-0.0855,-0.0855,-0.6407,0.5278
"17941",66495,66495,"ENSMUSG00000026032","Ndufb3","NADH:ubiquinone oxidoreductase subunit B3",0.7862,0.9005,0.8731,0.0413,0.0413,0.6152,0.5443,-0.0104,-0.0104,-0.1582,0.8756,0.0337,0.0337,0.4471,0.6589
"17942",93721,93721,"ENSMUSG00000025196","Cpn1","carboxypeptidase N, polypeptide 1",0.7863,0.9005,0.8731,0.0011,0.0011,0.0025,0.998,-0.0672,-0.0672,-0.1545,0.8785,-0.4475,-0.4475,-0.865,0.3957
"17943",105245290,105245290,"","Gm40766","predicted gene, 40766",0.7863,0.9005,0.8732,0.2681,0.2681,0.3916,0.6989,0.0759,0.0759,0.1123,0.9115,0.6396,0.6396,0.8716,0.3921
"17944",102635136,102635136,"ENSMUSG00000097339","Gm26671","predicted gene, 26671",0.7866,0.9008,0.8733,0.026,0.026,0.0609,0.9519,0.2662,0.2662,0.6504,0.5217,0.3472,0.3472,0.7536,0.4585
"17945",11492,11492,"ENSMUSG00000011256","Adam19","ADAM metallopeptidase domain 19",0.7866,0.9008,0.8732,0.071,0.071,0.9138,0.37,0.0728,0.0728,0.9566,0.3484,0.0581,0.0581,0.6694,0.5097
"17946",105855,105855,"ENSMUSG00000022488","Nckap1l","NCK associated protein 1 like",0.787,0.9008,0.8735,-0.0204,-0.0204,-0.2555,0.8005,0.0437,0.0437,0.5619,0.5795,0.0316,0.0316,0.3561,0.7249
"17947",53612,53612,"ENSMUSG00000021124","Vti1b","vesicle transport through interaction with t-SNAREs 1B",0.7868,0.9008,0.8734,0.0303,0.0303,0.4966,0.624,-0.0167,-0.0167,-0.2793,0.7824,-0.019,-0.019,-0.2756,0.7853
"17948",111365222,111365222,"ENSMUSG00000097346","Rps18-ps4","ribosomal protein S18, pseudogene 4",0.7872,0.9008,0.8738,-0.0383,-0.0383,-0.3862,0.7028,-0.0047,-0.0047,-0.0481,0.962,0.0619,0.0619,0.5646,0.5776
"17949",54446,54446,"ENSMUSG00000003847","Nfat5","nuclear factor of activated T cells 5",0.7871,0.9008,0.8737,-0.0163,-0.0163,-0.1793,0.8593,0.0411,0.0411,0.4634,0.6473,0.0642,0.0642,0.6293,0.5352
"17950",228094,228094,"ENSMUSG00000075256","Cerkl","ceramide kinase-like",0.787,0.9008,0.8736,-0.1013,-0.1013,-0.8049,0.4288,-0.0304,-0.0304,-0.2482,0.8061,-0.1091,-0.1091,-0.7753,0.4458
"17951",75302,75302,"ENSMUSG00000037486","Asxl2","ASXL transcriptional regulator 2",0.7875,0.9008,0.8742,-0.0531,-0.0531,-0.7173,0.4802,0.0054,0.0054,0.0752,0.9407,-0.0033,-0.0033,-0.0393,0.969
"17952",77035,77035,"ENSMUSG00000030752","Kdm8","lysine (K)-specific demethylase 8",0.7874,0.9008,0.874,-0.0458,-0.0458,-0.5498,0.5876,-0.0679,-0.0679,-0.8304,0.4146,-0.0893,-0.0893,-0.9534,0.35
"17953",102638402,102638402,"","Gm34979","predicted gene, 34979",0.7871,0.9008,0.8737,-0.1915,-0.1915,-0.4606,0.6493,0.055,0.055,0.1385,0.891,0.2054,0.2054,0.4651,0.6461
"17954",240913,240913,"ENSMUSG00000006403","Adamts4","ADAM metallopeptidase with thrombospondin type 1 motif 4",0.787,0.9008,0.8736,0.0446,0.0446,0.4775,0.6374,0.0824,0.0824,0.9028,0.3757,0.0895,0.0895,0.855,0.4011
"17955",77940,77940,"ENSMUSG00000054057","A930004D18Rik","RIKEN cDNA A930004D18 gene",0.7874,0.9008,0.8741,0.0417,0.0417,0.4371,0.666,0.071,0.071,0.7604,0.4545,-0.0122,-0.0122,-0.1142,0.91
"17956",100048658,100048658,"ENSMUSG00000070291","Ddx43","DEAD box helicase 43",0.7873,0.9008,0.8738,-0.2228,-0.2228,-0.4249,0.6747,0.0608,0.0608,0.1211,0.9047,0.2842,0.2842,0.5108,0.6142
"17957",102639619,102639619,"","Gm35886","predicted gene, 35886",0.7874,0.9008,0.8741,-0.2007,-0.2007,-0.7849,0.4403,-0.1389,-0.1389,-0.558,0.5821,0.0154,0.0154,0.055,0.9566
"17958",102636705,102636705,"","Gm33703","predicted gene, 33703",0.7874,0.9008,0.874,0.4755,0.4755,0.8923,0.3812,0.1479,0.1479,0.2773,0.7839,0.3661,0.3661,0.6163,0.5435
"17959",66578,66578,"ENSMUSG00000022978","Mis18a","MIS18 kinetochore protein A",0.7869,0.9008,0.8735,-0.0994,-0.0994,-0.9658,0.3439,-0.034,-0.034,-0.3388,0.7378,-0.0464,-0.0464,-0.4059,0.6885
"17960",108169021,108169021,"","Gm46900","predicted gene, 46900",0.7874,0.9008,0.8739,-0.3511,-0.3511,-0.4236,0.6757,0.2146,0.2146,0.277,0.7842,-0.4845,-0.4845,-0.5164,0.6104
"17961",338372,338372,"ENSMUSG00000042724","Map3k9","mitogen-activated protein kinase kinase kinase 9",0.7873,0.9008,0.8739,-0.0968,-0.0968,-0.9634,0.3451,-0.0685,-0.0685,-0.6974,0.4923,-0.0335,-0.0335,-0.297,0.769
"17962",75870,75870,"ENSMUSG00000020712","Tcam1","testicular cell adhesion molecule 1",0.7868,0.9008,0.8733,-0.0104,-0.0104,-0.0294,0.9768,-0.284,-0.284,-0.7988,0.4323,-0.0415,-0.0415,-0.1041,0.9179
"17963",68318,68318,"ENSMUSG00000053040","Aph1c","aph1 homolog C, gamma secretase subunit",0.7868,0.9008,0.8734,-0.0641,-0.0641,-0.5638,0.5782,-0.0132,-0.0132,-0.1196,0.9058,-0.109,-0.109,-0.8546,0.4013
"17964",12733,12733,"ENSMUSG00000033770","Clcnka","chloride channel, voltage-sensitive Ka",0.7882,0.9009,0.8749,-0.2723,-0.2723,-0.6091,0.5483,-0.4427,-0.4427,-0.9977,0.3285,-0.3709,-0.3709,-0.7342,0.47
"17965",12988,12988,"ENSMUSG00000032312","Csk","c-src tyrosine kinase",0.7883,0.9009,0.875,0.0222,0.0222,0.3808,0.7068,-0.0158,-0.0158,-0.276,0.7849,-0.0321,-0.0321,-0.4911,0.6279
"17966",239122,239122,"ENSMUSG00000071350","Setdb2","SET domain, bifurcated 2",0.7876,0.9009,0.8743,-0.1184,-0.1184,-0.8165,0.4223,-0.1135,-0.1135,-0.8008,0.4312,-0.0264,-0.0264,-0.1648,0.8705
"17967",233147,233147,"ENSMUSG00000121502","Zfp939","zinc finger protein 939",0.788,0.9009,0.8746,0.0485,0.0485,0.6251,0.5379,0.0636,0.0636,0.8379,0.4104,0.0051,0.0051,0.0588,0.9536
"17968",18542,18542,"ENSMUSG00000029718","Pcolce","procollagen C-endopeptidase enhancer protein",0.7878,0.9009,0.8744,-0.0933,-0.0933,-0.1781,0.8601,-0.2902,-0.2902,-0.5578,0.5822,-0.5626,-0.5626,-0.9185,0.3676
"17969",329739,329739,"ENSMUSG00000040339","Eeig2","EEIG family member 2",0.7881,0.9009,0.8748,0.0467,0.0467,0.6516,0.5209,0.0496,0.0496,0.7079,0.4859,0.0817,0.0817,1.0168,0.3195
"17970",228994,228994,"ENSMUSG00000038848","Ythdf1","YTH N6-methyladenosine RNA binding protein 1",0.7879,0.9009,0.8745,-0.0241,-0.0241,-0.7043,0.4881,0.0013,0.0013,0.0388,0.9694,0.0027,0.0027,0.071,0.944
"17971",258963,258963,"ENSMUSG00000059136","Or13a25","olfactory receptor family 13 subfamily A member 25",0.7881,0.9009,0.8747,0.2059,0.2059,0.452,0.6554,0.0765,0.0765,0.1696,0.8667,0.4434,0.4434,0.9011,0.3766
"17972",76788,76788,"ENSMUSG00000029775","Klhdc10","kelch domain containing 10",0.7876,0.9009,0.8742,-0.0195,-0.0195,-0.5519,0.5862,0.0014,0.0014,0.0418,0.967,0.0147,0.0147,0.3712,0.7138
"17973",100042945,100042945,"","Gm4120","predicted gene 4120",0.7876,0.9009,0.8742,0.0934,0.0934,0.1477,0.8838,-0.2203,-0.2203,-0.3468,0.7318,0.3836,0.3836,0.5631,0.5786
"17974",381318,381318,"ENSMUSG00000062510","Nsl1","NSL1, MIS12 kinetochore complex component",0.7884,0.9009,0.8751,0.1292,0.1292,0.6334,0.5325,-0.03,-0.03,-0.1476,0.8839,-0.0212,-0.0212,-0.0919,0.9275
"17975",68652,68652,"ENSMUSG00000015755","Tab2","TGF-beta activated kinase 1/MAP3K7 binding protein 2",0.7883,0.9009,0.875,0.0065,0.0065,0.1654,0.87,0.0317,0.0317,0.8298,0.4149,0.0036,0.0036,0.0821,0.9352
"17976",14183,14183,"ENSMUSG00000030849","Fgfr2","fibroblast growth factor receptor 2",0.7878,0.9009,0.8744,-0.0118,-0.0118,-0.1157,0.9088,-0.0454,-0.0454,-0.4557,0.6528,0.0558,0.0558,0.4886,0.6296
"17977",14176,14176,"ENSMUSG00000029337","Fgf5","fibroblast growth factor 5",0.7881,0.9009,0.8747,0.0069,0.0069,0.0552,0.9565,-0.0893,-0.0893,-0.7192,0.479,-2e-04,-2e-04,-0.0017,0.9987
"17978",69900,69900,"ENSMUSG00000020818","Mfsd11","major facilitator superfamily domain containing 11",0.7879,0.9009,0.8745,0.0193,0.0193,0.3916,0.6988,0.0158,0.0158,0.3272,0.7463,-0.027,-0.027,-0.4877,0.6302
"17979",54624,54624,"ENSMUSG00000003437","Paf1","Paf1, RNA polymerase II complex component",0.788,0.9009,0.8746,0.0339,0.0339,0.6041,0.5515,-0.0132,-0.0132,-0.2396,0.8127,0.0044,0.0044,0.0692,0.9454
"17980",544717,544717,"ENSMUSG00000063320","Uqcc6","ubiquinol-cytochrome c reductase complex assembly factor 6",0.7884,0.9009,0.8751,-0.0824,-0.0824,-0.7231,0.4766,-0.0232,-0.0232,-0.2088,0.8364,-0.1052,-0.1052,-0.8205,0.4201
"17981",102635506,102635506,"","Gm32825","predicted gene, 32825",0.7882,0.9009,0.8749,0.3737,0.3737,0.7501,0.4605,0.3354,0.3354,0.6836,0.5008,-0.0056,-0.0056,-0.0098,0.9923
"17982",72440,72440,"ENSMUSG00000048668","Rhno1","RAD9-HUS1-RAD1 interacting nuclear orphan 1",0.7877,0.9009,0.8743,-0.0191,-0.0191,-0.2872,0.7765,-0.0208,-0.0208,-0.3197,0.752,-0.0723,-0.0723,-0.9686,0.3425
"17983",71972,71972,"ENSMUSG00000025195","Dnmbp","dynamin binding protein",0.7882,0.9009,0.8748,0.0559,0.0559,0.7832,0.4412,0.0105,0.0105,0.1499,0.8821,-0.004,-0.004,-0.0499,0.9606
"17984",544763,544763,"ENSMUSG00000073063","Hbq1b","hemoglobin, theta 1B",0.7884,0.9009,0.8752,0.4359,0.4359,0.8771,0.3892,0.1385,0.1385,0.2767,0.7844,0.0923,0.0923,0.1622,0.8725
"17985",102641859,102641859,"ENSMUSG00000086993","Rsf1os2","remodeling and spacing factor 1, opposite strand 2",0.7887,0.9009,0.8754,-0.3192,-0.3192,-0.8197,0.4205,-0.3778,-0.3778,-0.9866,0.3338,-0.2822,-0.2822,-0.6501,0.5218
"17986",105246176,105246176,"","Gm41510","predicted gene, 41510",0.7887,0.9009,0.8755,-0.0721,-0.0721,-0.2896,0.7746,0.0323,0.0323,0.1336,0.8949,0.1716,0.1716,0.6371,0.5301
"17987",66913,66913,"ENSMUSG00000079111","Kdelr2","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2",0.7886,0.9009,0.8753,0.0592,0.0592,0.8932,0.3807,0.0251,0.0251,0.3856,0.7032,0.0576,0.0576,0.7771,0.4447
"17988",102633625,102633625,"","Gm31409","predicted gene, 31409",0.7887,0.9009,0.8753,-0.1778,-0.1778,-0.5073,0.6166,-0.0518,-0.0518,-0.1531,0.8796,0.1607,0.1607,0.4317,0.6699
"17989",18217,18217,"ENSMUSG00000020591","Ntsr2","neurotensin receptor 2",0.7887,0.9009,0.8754,0.0236,0.0236,0.3024,0.765,-0.0353,-0.0353,-0.4622,0.6481,-0.0376,-0.0376,-0.4269,0.6733
"17990",75901,75901,"ENSMUSG00000021962","Dcp1a","decapping mRNA 1A",0.7885,0.9009,0.8752,0.0279,0.0279,0.5089,0.6155,0.0531,0.0531,0.9911,0.3316,0.0229,0.0229,0.3735,0.7121
"17991",18761,18761,"ENSMUSG00000026778","Prkcq","protein kinase C, theta",0.7889,0.901,0.8756,-0.1038,-0.1038,-0.8431,0.4076,-0.098,-0.098,-0.8132,0.4242,-0.0291,-0.0291,-0.2129,0.8332
"17992",102635243,102635243,"ENSMUSG00000108393","Gm32633","predicted gene, 32633",0.7888,0.901,0.8755,0.3082,0.3082,0.9911,0.3316,0.1733,0.1733,0.5594,0.5811,0.1338,0.1338,0.3831,0.7051
"17993",233895,233895,"ENSMUSG00000030822","Prr14","proline rich 14",0.7889,0.901,0.8756,0.0172,0.0172,0.3303,0.744,0.0123,0.0123,0.2406,0.8119,-0.0326,-0.0326,-0.5592,0.5813
"17994",56075,56075,"ENSMUSG00000026784","Pdss1","prenyl (solanesyl) diphosphate synthase, subunit 1",0.7891,0.9011,0.8757,0.1031,0.1031,0.9766,0.3386,0.0489,0.0489,0.4695,0.643,0.0793,0.0793,0.673,0.5074
"17995",327826,327826,"ENSMUSG00000020170","Frs2","fibroblast growth factor receptor substrate 2",0.7891,0.9011,0.8757,-0.0622,-0.0622,-0.877,0.3893,-0.0373,-0.0373,-0.5375,0.5959,-0.0056,-0.0056,-0.0705,0.9444
"17996",19276,19276,"ENSMUSG00000056553","Ptprn2","protein tyrosine phosphatase receptor type N polypeptide 2",0.7892,0.9012,0.8758,-0.0199,-0.0199,-0.4971,0.6237,-0.0087,-0.0087,-0.2223,0.826,0.0201,0.0201,0.446,0.6596
"17997",18538,18538,"ENSMUSG00000027342","Pcna","proliferating cell nuclear antigen",0.7893,0.9012,0.8758,0.018,0.018,0.3624,0.7202,0.0308,0.0308,0.6355,0.5312,0.054,0.054,0.9735,0.3401
"17998",67397,67397,"ENSMUSG00000029616","Erp29","endoplasmic reticulum protein 29",0.7894,0.9012,0.8759,0.0218,0.0218,0.339,0.7376,-0.0016,-0.0016,-0.0249,0.9803,-0.044,-0.044,-0.608,0.549
"17999",226982,226982,"ENSMUSG00000026083","Eif5b","eukaryotic translation initiation factor 5B",0.7893,0.9012,0.8758,0.058,0.058,0.9987,0.328,0.0275,0.0275,0.4842,0.6327,0.0292,0.0292,0.4462,0.6595
"18000",102639642,102639642,"","Gm15895","predicted gene 15895",0.7894,0.9012,0.8759,-0.0705,-0.0705,-0.5238,0.6053,0.0287,0.0287,0.2194,0.8282,-0.0726,-0.0726,-0.4827,0.6337
"18001",56451,56451,"ENSMUSG00000052738","Suclg1","succinate-CoA ligase, GDP-forming, alpha subunit",0.7895,0.9013,0.876,-0.0603,-0.0603,-0.9658,0.3439,-0.0538,-0.0538,-0.8812,0.387,-0.0486,-0.0486,-0.6904,0.4966
"18002",74589,74589,"ENSMUSG00000033182","Kbtbd12","kelch repeat and BTB (POZ) domain containing 12",0.7896,0.9013,0.876,0.1229,0.1229,0.3604,0.7217,-0.1642,-0.1642,-0.48,0.6356,-0.0861,-0.0861,-0.2205,0.8274
"18003",18167,18167,"ENSMUSG00000028004","Npy2r","neuropeptide Y receptor Y2",0.7897,0.9014,0.8761,-0.0162,-0.0162,-0.2211,0.8269,-0.0249,-0.0249,-0.348,0.7309,0.0451,0.0451,0.5494,0.5879
"18004",111975,111975,"ENSMUSG00000086266","Igf2os","insulin-like growth factor 2, opposite strand",0.7897,0.9014,0.8761,0.1229,0.1229,0.3055,0.7627,0.0831,0.0831,0.21,0.8355,-0.2756,-0.2756,-0.5935,0.5585
"18005",102639677,102639677,"","Gm35932","predicted gene, 35932",0.7898,0.9014,0.8762,0.4017,0.4017,0.7642,0.4523,0.4605,0.4605,0.8924,0.3811,0.543,0.543,0.9491,0.3521
"18006",102634296,102634296,"ENSMUSG00000045010","Gm4779","predicted gene 4779",0.7898,0.9014,0.8762,0.1062,0.1062,0.2816,0.7807,0.3242,0.3242,0.8938,0.3804,0.0995,0.0995,0.2361,0.8153
"18007",70012,70012,"ENSMUSG00000037443","Cep85","centrosomal protein 85",0.7901,0.9016,0.8763,-0.0346,-0.0346,-0.5217,0.6067,0.0041,0.0041,0.0637,0.9497,0.0296,0.0296,0.4018,0.6914
"18008",209351,209351,"ENSMUSG00000074595","Wfdc6a","WAP four-disulfide core domain 6A",0.7902,0.9018,0.8763,-0.691,-0.691,-0.7895,0.4376,-0.1139,-0.1139,-0.1405,0.8894,-0.6715,-0.6715,-0.6812,0.5023
"18009",102634524,102634524,"","Gm32085","predicted gene, 32085",0.7904,0.9019,0.8764,-0.3941,-0.3941,-0.877,0.3892,-0.394,-0.394,-0.8969,0.3787,-0.1961,-0.1961,-0.393,0.6978
"18010",72243,72243,"ENSMUSG00000040195","1700012D01Rik","RIKEN cDNA 1700012D01 gene",0.7906,0.9021,0.8764,-0.2916,-0.2916,-0.9201,0.3668,-0.1986,-0.1986,-0.6467,0.524,-0.3081,-0.3081,-0.8599,0.3984
"18011",102638042,102638042,"","Gm34704","predicted gene, 34704",0.7908,0.9021,0.8765,-0.2616,-0.2616,-0.3088,0.7602,-0.6398,-0.6398,-0.7565,0.4568,-0.8952,-0.8952,-0.8845,0.3853
