"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_166916_coefficient","contrast_166916_log2fc","contrast_166916_tstat","contrast_166916_pvalue","contrast_166917_coefficient","contrast_166917_log2fc","contrast_166917_tstat","contrast_166917_pvalue","contrast_166919_coefficient","contrast_166919_log2fc","contrast_166919_tstat","contrast_166919_pvalue"
"5818",12728,12728,"ENSMUSG00000004317","Clcn5","chloride channel, voltage-sensitive 5",0.1369,0.4836,0.283,-0.1198,-0.1198,-1.0443,0.3068,-0.1707,-0.1707,-1.5159,0.1427,0.0761,0.0761,0.6063,0.5501
"5819",107065,107065,"ENSMUSG00000071862","Lrrtm2","leucine rich repeat transmembrane neuronal 2",0.137,0.4836,0.2832,0.0814,0.0814,1.0586,0.3004,0.1707,0.1707,2.273,0.0324,0.154,0.154,1.7841,0.0872
"5820",102638768,102638768,"","Gm35253","predicted gene, 35253",0.1372,0.4836,0.2837,0.7765,0.7765,2.1927,0.0384,0.2845,0.2845,0.7865,0.4393,0.3448,0.3448,0.8469,0.4055
"5821",102637572,102637572,"","Gm38499","predicted gene, 38499",0.1369,0.4836,0.283,-0.8805,-0.8805,-2.0876,0.0477,-0.7112,-0.7112,-1.7678,0.0899,-1.0189,-1.0189,-2.079,0.0486
"5822",15490,15490,"ENSMUSG00000026675","Hsd17b7","hydroxysteroid (17-beta) dehydrogenase 7",0.1372,0.4836,0.2836,0.0567,0.0567,0.9069,0.3736,0.1159,0.1159,1.8988,0.0698,0.1503,0.1503,2.1688,0.0403
"5823",330143,330143,"","Gm26703","predicted gene, 26703",0.137,0.4836,0.2831,0.326,0.326,2.3155,0.0295,0.1769,0.1769,1.2648,0.2182,0.2898,0.2898,1.8511,0.0766
"5824",238276,238276,"ENSMUSG00000021057","Akap5","A kinase anchor protein 5",0.1369,0.4836,0.283,0.0757,0.0757,1.2513,0.223,0.1019,0.1019,1.7228,0.0979,-0.0225,-0.0225,-0.3298,0.7444
"5825",18536,18536,"ENSMUSG00000031592","Pcm1","pericentriolar material 1",0.1371,0.4836,0.2834,-0.0932,-0.0932,-1.1026,0.2812,-0.0171,-0.0171,-0.2068,0.8379,0.1135,0.1135,1.1971,0.2431
"5826",19089,19089,"ENSMUSG00000003402","Prkcsh","protein kinase C substrate 80K-H",0.137,0.4836,0.2833,0.0368,0.0368,0.5755,0.5704,-0.024,-0.024,-0.3824,0.7056,-0.1194,-0.1194,-1.6517,0.1117
"5827",100434,100434,"ENSMUSG00000028412","Slc44a1","solute carrier family 44, member 1",0.1372,0.4836,0.2836,-0.0864,-0.0864,-1.4358,0.1641,-0.0643,-0.0643,-1.0928,0.2854,0.0461,0.0461,0.6816,0.5021
"5828",18040,18040,"ENSMUSG00000022054","Nefm","neurofilament, medium polypeptide",0.1368,0.4836,0.2829,-0.0893,-0.0893,-1.3062,0.204,-0.0747,-0.0747,-1.1181,0.2747,0.0591,0.0591,0.7685,0.4498
"5829",237911,237911,"ENSMUSG00000034329","Brip1","BRCA1 interacting protein C-terminal helicase 1",0.137,0.4836,0.2832,-0.5808,-0.5808,-1.6492,0.1122,-0.7284,-0.7284,-2.0906,0.0474,-0.1146,-0.1146,-0.3021,0.7652
"5830",11870,11870,"ENSMUSG00000030996","Art1","ADP-ribosyltransferase 1",0.1372,0.4836,0.2837,-1.16,-1.16,-2.3937,0.0249,-0.7111,-0.7111,-1.5688,0.1299,-0.4299,-0.4299,-0.8403,0.4091
"5831",13645,13645,"ENSMUSG00000028017","Egf","epidermal growth factor",0.137,0.4836,0.2831,0.1663,0.1663,1.0106,0.3224,-0.1755,-0.1755,-1.0521,0.3033,0.056,0.056,0.302,0.7653
"5832",78283,78283,"ENSMUSG00000041020","Map7d2","MAP7 domain containing 2",0.1371,0.4836,0.2835,0.012,0.012,0.348,0.7309,0.0127,0.0127,0.377,0.7095,0.083,0.083,2.1424,0.0426
"5833",102637048,102637048,"","Gm38492","predicted gene, 38492",0.1371,0.4836,0.2835,0.2231,0.2231,0.4984,0.6228,-0.1333,-0.1333,-0.2945,0.7709,-1.0873,-1.0873,-1.843,0.0778
"5834",381650,381650,"ENSMUSG00000102644","Thap6","THAP domain containing 6",0.137,0.4836,0.2833,-0.0585,-0.0585,-0.5563,0.5832,0.0513,0.0513,0.5021,0.6202,0.1853,0.1853,1.6272,0.1169
"5835",12029,12029,"ENSMUSG00000000317","Bcl6b","B cell CLL/lymphoma 6, member B",0.1371,0.4836,0.2834,0.0323,0.0323,0.1997,0.8434,0.2781,0.2781,1.788,0.0865,-0.0177,-0.0177,-0.0972,0.9234
"5836",72053,72053,"ENSMUSG00000034757","Tmub2","transmembrane and ubiquitin-like domain containing 2",0.1373,0.4836,0.2838,0.0266,0.0266,0.5208,0.6073,-0.0751,-0.0751,-1.4983,0.1472,-0.0245,-0.0245,-0.426,0.6739
"5837",52028,52028,"ENSMUSG00000006464","Bbs1","Bardet-Biedl syndrome 1",0.1373,0.4836,0.2838,0.057,0.057,1.3478,0.1904,0.0586,0.0586,1.4168,0.1695,-0.0262,-0.0262,-0.5503,0.5873
"5838",14299,14299,"ENSMUSG00000062661","Ncs1","neuronal calcium sensor 1",0.1373,0.4836,0.2839,-0.0282,-0.0282,-0.8076,0.4273,-0.006,-0.006,-0.1744,0.8631,-0.0829,-0.0829,-2.105,0.046
"5839",102634420,102634420,"","Gm32005","predicted gene, 32005",0.1373,0.4836,0.2839,-0.0978,-0.0978,-0.1331,0.8952,0.4945,0.4945,0.7134,0.4826,1.3015,1.3015,1.8063,0.0835
"5840",72368,72368,"ENSMUSG00000002345","Borcs8","BLOC-1 related complex subunit 8",0.1374,0.4837,0.284,0.1275,0.1275,2.2036,0.0375,0.1285,0.1285,2.2648,0.0329,0.1124,0.1124,1.7418,0.0945
"5841",269615,269615,"ENSMUSG00000029055","Plch2","phospholipase C, eta 2",0.1374,0.4837,0.284,0.0186,0.0186,0.3074,0.7612,-0.0599,-0.0599,-1.0115,0.322,-0.1169,-0.1169,-1.7122,0.0999
"5842",67387,67387,"ENSMUSG00000026111","Unc50","unc-50 homolog",0.1374,0.4837,0.2841,-0.0146,-0.0146,-0.3853,0.7034,-0.0318,-0.0318,-0.8543,0.4014,0.0569,0.0569,1.3461,0.191
"5843",53970,53970,"ENSMUSG00000005774","Rfx5","regulatory factor X, 5 (influences HLA class II expression)",0.1374,0.4837,0.2841,-0.0173,-0.0173,-0.3276,0.7461,-0.0728,-0.0728,-1.4011,0.1741,0.0498,0.0498,0.8482,0.4048
"5844",219151,219151,"ENSMUSG00000034463","Scara3","scavenger receptor class A, member 3",0.1375,0.4839,0.2842,-0.0925,-0.0925,-1.4838,0.151,-0.1023,-0.1023,-1.6747,0.1071,0.0173,0.0173,0.2485,0.8058
"5845",100503583,100503583,"ENSMUSG00000094595","Fsbp","fibrinogen silencer binding protein",0.1375,0.4839,0.2842,0.0921,0.0921,0.419,0.679,-0.2681,-0.2681,-1.2011,0.2415,0.2177,0.2177,0.9062,0.3739
"5846",224805,224805,"ENSMUSG00000023938","Aars2","alanyl-tRNA synthetase 2, mitochondrial",0.1376,0.484,0.2843,0.1091,0.1091,2.1151,0.0451,0.0274,0.0274,0.5377,0.5958,0.025,0.025,0.4301,0.671
"5847",353234,353234,"ENSMUSG00000104148","Pcdha2","protocadherin alpha 2",0.1377,0.4844,0.2843,0.3012,0.3012,2.3401,0.028,0.1629,0.1629,1.2743,0.2149,0.1116,0.1116,0.7674,0.4504
"5848",76432,76432,"ENSMUSG00000097354","2310001H17Rik","RIKEN cDNA 2310001H17 gene",0.1378,0.4845,0.2844,1.2093,1.2093,2.3508,0.0274,1.0627,1.0627,2.0796,0.0485,0.7438,0.7438,1.2842,0.2114
"5849",665700,665700,"ENSMUSG00000055632","Hmcn2","hemicentin 2",0.138,0.4848,0.2845,0.0293,0.0293,0.1319,0.8961,0.08,0.08,0.3694,0.7151,0.4658,0.4658,1.991,0.0581
"5850",674895,674895,"ENSMUSG00000042567","Nek10","NIMA (never in mitosis gene a)- related kinase 10",0.138,0.4848,0.2846,-0.1428,-0.1428,-1.2269,0.2319,-0.2443,-0.2443,-2.1254,0.0441,-0.0249,-0.0249,-0.1936,0.8481
"5851",208092,208092,"ENSMUSG00000025371","Chmp6","charged multivesicular body protein 6",0.138,0.4848,0.2845,-0.0141,-0.0141,-0.3102,0.7591,-0.0879,-0.0879,-1.9686,0.0608,-0.009,-0.009,-0.1767,0.8613
"5852",667035,667035,"ENSMUSG00000055093","Gm8430","predicted pseudogene 8430",0.138,0.4848,0.2844,-0.0405,-0.0405,-0.2471,0.807,-0.252,-0.252,-1.5368,0.1375,0.1213,0.1213,0.677,0.505
"5853",236576,236576,"ENSMUSG00000061654","Spry3","sprouty RTK signaling antagonist 3",0.138,0.4848,0.2846,0.0137,0.0137,0.1351,0.8937,0.1876,0.1876,1.9133,0.0678,0.127,0.127,1.1368,0.2669
"5854",78334,78334,"ENSMUSG00000038481","Cdk19","cyclin dependent kinase 19",0.138,0.4848,0.2846,-0.0361,-0.0361,-0.5864,0.5631,0.0622,0.0622,1.0345,0.3113,0.0935,0.0935,1.3532,0.1887
"5855",105246807,105246807,"","Gm42031","predicted gene, 42031",0.1381,0.4848,0.2849,-0.2323,-0.2323,-1.6285,0.1166,-0.0138,-0.0138,-0.101,0.9204,0.0832,0.0832,0.5404,0.594
"5856",71765,71765,"ENSMUSG00000063576","Klhdc3","kelch domain containing 3",0.138,0.4848,0.2847,0.0743,0.0743,1.4379,0.1635,-0.0097,-0.0097,-0.1912,0.85,-0.0373,-0.0373,-0.6398,0.5284
"5857",11989,11989,"ENSMUSG00000031297","Slc7a3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",0.1381,0.4848,0.2848,0.2232,0.2232,1.9156,0.0675,0.0455,0.0455,0.3917,0.6988,0.2068,0.2068,1.5952,0.1239
"5858",11990,11990,"ENSMUSG00000027312","Atrn","attractin",0.1381,0.4848,0.2848,-0.0798,-0.0798,-1.384,0.1792,0.0185,0.0185,0.3279,0.7458,0.041,0.041,0.633,0.5328
"5859",18515,18515,"ENSMUSG00000034673","Pbx2","pre B cell leukemia homeobox 2",0.1381,0.4848,0.2849,0.0521,0.0521,1.0225,0.3168,0.0586,0.0586,1.1764,0.2511,-0.0517,-0.0517,-0.9004,0.3769
"5860",78771,78771,"ENSMUSG00000021596","Mctp1","multiple C2 domains, transmembrane 1",0.1381,0.4848,0.2847,-0.0709,-0.0709,-1.2114,0.2376,-0.0497,-0.0497,-0.8684,0.3939,0.0624,0.0624,0.9501,0.3516
"5861",66627,66627,"ENSMUSG00000023707","Ogfod2","2-oxoglutarate and iron-dependent oxygenase domain containing 2",0.1382,0.4849,0.285,0.0528,0.0528,0.644,0.5257,0.0354,0.0354,0.4398,0.6641,-0.1394,-0.1394,-1.4931,0.1486
"5862",53867,53867,"ENSMUSG00000004098","Col5a3","collagen, type V, alpha 3",0.1383,0.4852,0.285,0.1883,0.1883,1.6221,0.118,-0.0072,-0.0072,-0.0622,0.9509,0.1792,0.1792,1.3904,0.1773
"5863",214239,214239,"ENSMUSG00000045838","Ccdc9b","coiled-coil domain containing 9B",0.1384,0.4853,0.2851,0.0652,0.0652,0.7494,0.461,-0.0721,-0.0721,-0.8345,0.4123,0.1144,0.1144,1.1866,0.2471
"5864",382384,382384,"ENSMUSG00000035963","Cimap1d","CIMAP1 family member D",0.1384,0.4853,0.2851,-0.1792,-0.1792,-0.7841,0.4407,-0.2884,-0.2884,-1.2759,0.2143,0.2159,0.2159,0.8858,0.3846
"5865",13368,13368,"ENSMUSG00000029027","Dffb","DNA fragmentation factor, beta subunit",0.1385,0.4855,0.2852,0.2637,0.2637,2.4458,0.0222,0.1613,0.1613,1.5097,0.1443,0.1882,0.1882,1.561,0.1317
"5866",102640373,102640373,"","Gm36446","predicted gene, 36446",0.1384,0.4855,0.2852,1.2482,1.2482,2.2019,0.0376,1.1315,1.1315,2.0098,0.0559,1.3987,1.3987,2.3178,0.0294
"5867",105245991,105245991,"","Gm41358","predicted gene, 41358",0.1385,0.4855,0.2853,0.5594,0.5594,2.2341,0.0351,0.3999,0.3999,1.6059,0.1215,0.174,0.174,0.6072,0.5494
"5868",12555,12555,"ENSMUSG00000031962","Cdh15","cadherin 15",0.1385,0.4855,0.2853,-0.0981,-0.0981,-0.5777,0.5689,-0.2631,-0.2631,-1.5526,0.1337,-0.4337,-0.4337,-2.1881,0.0387
"5869",68055,68055,"ENSMUSG00000054894","Dmac2l","distal membrane arm assembly component 2 like",0.1387,0.486,0.2854,0.015,0.015,0.3,0.7668,0.0182,0.0182,0.3708,0.714,0.1167,0.1167,2.1076,0.0458
"5870",105244225,105244225,"","Gm39872","predicted gene, 39872",0.1388,0.4864,0.2854,-0.0841,-0.0841,-0.1484,0.8833,-0.916,-0.916,-1.5415,0.1364,0.4239,0.4239,0.7079,0.4859
"5871",71995,71995,"ENSMUSG00000037482","Erv3","endogenous retroviral sequence 3",0.1389,0.4865,0.2855,-0.0699,-0.0699,-0.2731,0.7871,-0.361,-0.361,-1.3927,0.1766,0.2373,0.2373,0.8633,0.3966
"5872",105246033,105246033,"","Gm41395","predicted gene, 41395",0.139,0.4868,0.2855,-0.1953,-0.1953,-0.8651,0.3956,0.1653,0.1653,0.7772,0.4447,0.283,0.283,1.1935,0.2444
"5873",67629,67629,"ENSMUSG00000074476","Spc24","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",0.1391,0.4868,0.2857,-0.0383,-0.0383,-0.2362,0.8153,-0.288,-0.288,-1.7706,0.0894,-0.3198,-0.3198,-1.6974,0.1027
"5874",228410,228410,"ENSMUSG00000027176","Cstf3","cleavage stimulation factor, 3' pre-RNA, subunit 3",0.1391,0.4868,0.2856,0.11,0.11,1.8882,0.0713,0.1378,0.1378,2.4147,0.0238,0.0879,0.0879,1.3445,0.1915
"5875",211401,211401,"ENSMUSG00000022353","Mtss1","MTSS I-BAR domain containing 1",0.139,0.4868,0.2856,0.0379,0.0379,0.7541,0.4582,0.0475,0.0475,0.9662,0.3437,0.1321,0.1321,2.3488,0.0275
"5876",23948,23948,"ENSMUSG00000029436","Mmp17","matrix metallopeptidase 17",0.1391,0.4868,0.2857,0.0339,0.0339,0.5281,0.6023,-2e-04,-2e-04,-0.003,0.9977,-0.1206,-0.1206,-1.6641,0.1092
"5877",105246012,105246012,"","Gm41377","predicted gene, 41377",0.1392,0.4869,0.2859,-0.0355,-0.0355,-0.1043,0.9178,0.227,0.227,0.696,0.4932,-0.6753,-0.6753,-1.6182,0.1188
"5878",93889,93889,"ENSMUSG00000048347","Pcdhb18","protocadherin beta 18",0.1393,0.4869,0.286,0.1865,0.1865,2.1753,0.0398,0.1281,0.1281,1.5158,0.1427,0.2062,0.2062,2.1734,0.0399
"5879",239368,239368,"ENSMUSG00000044726","Erich5","glutamate rich 5",0.1392,0.4869,0.2858,0.0335,0.0335,0.1665,0.8692,0.3653,0.3653,1.9032,0.0692,0.0898,0.0898,0.4035,0.6902
"5880",67003,67003,"ENSMUSG00000030884","Uqcrc2","ubiquinol cytochrome c reductase core protein 2",0.1393,0.4869,0.2861,-0.0502,-0.0502,-0.912,0.3709,-0.0647,-0.0647,-1.2007,0.2417,0.0573,0.0573,0.9247,0.3644
"5881",12424,12424,"ENSMUSG00000032532","Cck","cholecystokinin",0.1393,0.4869,0.286,0.1178,0.1178,1.3679,0.1841,0.0028,0.0028,0.0333,0.9737,-0.0839,-0.0839,-0.8624,0.3971
"5882",83997,83997,"ENSMUSG00000021870","Slmap","sarcolemma associated protein",0.1393,0.4869,0.2861,-0.0608,-0.0608,-1.1073,0.2792,0.0504,0.0504,0.9412,0.3561,0.0085,0.0085,0.1373,0.8919
"5883",67870,67870,"ENSMUSG00000029326","Enoph1","enolase-phosphatase 1",0.1392,0.4869,0.2858,0.0808,0.0808,1.8628,0.0749,0.0975,0.0975,2.2989,0.0306,0.0434,0.0434,0.8907,0.382
"5884",13667,13667,"ENSMUSG00000029145","Eif2b4","eukaryotic translation initiation factor 2B, subunit 4 delta",0.1393,0.4869,0.2859,0.006,0.006,0.1103,0.9131,-0.0792,-0.0792,-1.4676,0.1553,-0.0984,-0.0984,-1.5909,0.1248
"5885",12891,12891,"ENSMUSG00000022212","Cpne6","copine VI",0.1394,0.4872,0.2862,0.0193,0.0193,0.2716,0.7883,-0.1103,-0.1103,-1.589,0.1253,-0.086,-0.086,-1.0745,0.2934
"5886",65256,65256,"ENSMUSG00000021200","Asb2","ankyrin repeat and SOCS box-containing 2",0.1397,0.4872,0.2867,-0.0728,-0.0728,-0.4917,0.6274,-0.1552,-0.1552,-1.0613,0.2992,0.1817,0.1817,1.1329,0.2686
"5887",100417675,100417675,"ENSMUSG00000121301","Nlrp5-ps","NLR family, pyrin domain containing 5, pseudogene",0.1396,0.4872,0.2865,-0.2431,-0.2431,-0.5984,0.5552,-0.3391,-0.3391,-0.8464,0.4058,0.4948,0.4948,1.1928,0.2447
"5888",68841,68841,"ENSMUSG00000119959","Lppos","LIM domain containing preferred translocation partner in lipoma, opposite strand",0.1397,0.4872,0.2868,-0.0491,-0.0491,-0.4013,0.6918,-0.1357,-0.1357,-1.1218,0.2731,-0.3158,-0.3158,-2.2285,0.0356
"5889",18618,18618,"ENSMUSG00000000301","Pemt","phosphatidylethanolamine N-methyltransferase",0.1397,0.4872,0.2866,-0.1447,-0.1447,-1.0073,0.3239,-0.1927,-0.1927,-1.3631,0.1856,0.1138,0.1138,0.7322,0.4712
"5890",67422,67422,"ENSMUSG00000012117","Dhdds","dehydrodolichyl diphosphate synthase",0.1397,0.4872,0.2866,0.0251,0.0251,0.5824,0.5658,-0.0606,-0.0606,-1.434,0.1646,-0.0099,-0.0099,-0.2028,0.841
"5891",101669761,101669761,"","Gm15694","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a), pseudogene",0.1397,0.4872,0.2867,0.5919,0.5919,1.8044,0.0839,0.3529,0.3529,1.0755,0.2929,-0.1125,-0.1125,-0.2868,0.7768
"5892",93715,93715,"ENSMUSG00000103472","Pcdhga7","protocadherin gamma subfamily A, 7",0.1395,0.4872,0.2862,0.0553,0.0553,0.6198,0.5413,0.0265,0.0265,0.3024,0.765,0.212,0.212,2.1445,0.0424
"5893",102639693,102639693,"","Gm35946","predicted gene, 35946",0.1396,0.4872,0.2864,-0.4035,-0.4035,-0.7173,0.4802,0.4374,0.4374,0.8468,0.4056,0.7487,0.7487,1.3371,0.1938
"5894",70223,70223,"ENSMUSG00000024587","Nars1","asparaginyl-tRNA synthetase 1",0.1396,0.4872,0.2863,-0.0181,-0.0181,-0.6497,0.5221,-0.0038,-0.0038,-0.14,0.8898,0.0487,0.0487,1.5546,0.1333
"5895",17164,17164,"ENSMUSG00000016528","Mapkapk2","MAP kinase-activated protein kinase 2",0.1395,0.4872,0.2862,-0.06,-0.06,-1.1389,0.2661,-0.1159,-0.1159,-2.238,0.0349,-0.0265,-0.0265,-0.4486,0.6578
"5896",27390,27390,"ENSMUSG00000058183","Mmel1","membrane metallo-endopeptidase-like 1",0.1396,0.4872,0.2863,-0.4772,-0.4772,-1.293,0.2084,-0.7775,-0.7775,-2.093,0.0472,-0.0548,-0.0548,-0.1406,0.8894
"5897",16889,16889,"ENSMUSG00000024781","Lipa","lysosomal acid lipase A",0.1396,0.4872,0.2865,-0.1252,-0.1252,-1.6829,0.1055,0.0215,0.0215,0.2984,0.768,-0.0318,-0.0318,-0.3849,0.7038
"5898",102638241,102638241,"","Gm34850","predicted gene, 34850",0.1396,0.4872,0.2864,0.041,0.041,0.1455,0.8855,0.244,0.244,0.8976,0.3784,0.5949,0.5949,2.0253,0.0542
"5899",12835,12835,"ENSMUSG00000048126","Col6a3","collagen, type VI, alpha 3",0.1398,0.4872,0.2869,-0.6126,-0.6126,-1.767,0.0901,-0.1761,-0.1761,-0.5414,0.5933,-0.8012,-0.8012,-1.986,0.0587
"5900",15571,15571,"ENSMUSG00000003410","Elavl3","ELAV like RNA binding protein 3",0.1398,0.4872,0.2868,0.1344,0.1344,2.0387,0.0527,0.0904,0.0904,1.4016,0.1739,0.0088,0.0088,0.118,0.9071
"5901",170719,170719,"ENSMUSG00000022307","Oxr1","oxidation resistance 1",0.1398,0.4873,0.2869,0.0388,0.0388,0.4377,0.6656,0.0437,0.0437,0.5044,0.6186,0.2179,0.2179,2.1888,0.0387
"5902",75734,75734,"ENSMUSG00000026150","Mff","mitochondrial fission factor",0.1399,0.4873,0.287,-0.0585,-0.0585,-1.4932,0.1485,-0.0719,-0.0719,-1.8765,0.0729,0.0012,0.0012,0.0264,0.9791
"5903",54352,54352,"ENSMUSG00000031737","Irx5","Iroquois homeobox 5",0.1403,0.4875,0.2879,-0.4482,-0.4482,-1.518,0.1422,-0.5358,-0.5358,-1.8429,0.0778,0.0097,0.0097,0.0312,0.9753
"5904",193796,193796,"ENSMUSG00000024201","Kdm4b","lysine (K)-specific demethylase 4B",0.1403,0.4875,0.2877,-0.0062,-0.0062,-0.129,0.8984,0.0335,0.0335,0.7156,0.4812,-0.0814,-0.0814,-1.5052,0.1454
"5905",102639199,102639199,"","Gm35562","predicted gene, 35562",0.1403,0.4875,0.2876,0.4649,0.4649,2.4404,0.0225,0.2838,0.2838,1.4922,0.1488,0.3022,0.3022,1.4102,0.1714
"5906",71752,71752,"ENSMUSG00000106864","Gtf3c2","general transcription factor IIIC, polypeptide 2, beta",0.1401,0.4875,0.2873,0.0541,0.0541,1.2046,0.2402,-0.0359,-0.0359,-0.8129,0.4243,0.022,0.022,0.4348,0.6676
"5907",75612,75612,"ENSMUSG00000034707","Gns","glucosamine (N-acetyl)-6-sulfatase",0.1401,0.4875,0.2873,-0.113,-0.113,-1.8172,0.0818,-0.1352,-0.1352,-2.2243,0.0359,-0.0486,-0.0486,-0.6943,0.4942
"5908",67337,67337,"ENSMUSG00000027498","Cstf1","cleavage stimulation factor, 3' pre-RNA, subunit 1",0.1402,0.4875,0.2875,0.0078,0.0078,0.1927,0.8488,-0.0666,-0.0666,-1.6624,0.1096,-0.0506,-0.0506,-1.1062,0.2797
"5909",225280,225280,"ENSMUSG00000047989","Ino80c","INO80 complex subunit C",0.1402,0.4875,0.2874,-0.0619,-0.0619,-1.3162,0.2006,-0.0154,-0.0154,-0.3356,0.7401,0.0502,0.0502,0.9639,0.3448
"5910",102636414,102636414,"","Gm38487","predicted gene, 38487",0.1402,0.4875,0.2874,0.6725,0.6725,2.3186,0.0293,0.5269,0.5269,1.8229,0.0809,0.3105,0.3105,0.9374,0.358
"5911",66878,66878,"ENSMUSG00000024404","Riok3","RIO kinase 3",0.1401,0.4875,0.2872,0.0137,0.0137,0.3848,0.7038,-0.0059,-0.0059,-0.1686,0.8675,0.0758,0.0758,1.8977,0.0699
"5912",18119,18119,"ENSMUSG00000037171","Nodal","nodal",0.14,0.4875,0.287,-0.0067,-0.0067,-0.0283,0.9776,0.3466,0.3466,1.5556,0.133,-0.1006,-0.1006,-0.3784,0.7085
"5913",57814,57814,"ENSMUSG00000047330","Kcne4","potassium voltage-gated channel, Isk-related subfamily, gene 4",0.1403,0.4875,0.2877,-0.2178,-0.2178,-1.0208,0.3176,-0.0492,-0.0492,-0.2397,0.8126,0.2734,0.2734,1.2184,0.235
"5914",76477,76477,"ENSMUSG00000015354","Pcolce2","procollagen C-endopeptidase enhancer 2",0.1403,0.4875,0.2878,-0.5486,-0.5486,-2.2801,0.0319,-0.4685,-0.4685,-2.0139,0.0555,-0.4432,-0.4432,-1.6619,0.1096
"5915",246710,246710,"ENSMUSG00000022075","Rhobtb2","Rho-related BTB domain containing 2",0.1403,0.4875,0.2878,0.0779,0.0779,1.4135,0.1705,0.0877,0.0877,1.6279,0.1167,-0.0202,-0.0202,-0.3244,0.7485
"5916",213819,213819,"ENSMUSG00000015189","Casd1","CAS1 domain containing 1",0.14,0.4875,0.2871,-0.0358,-0.0358,-0.7784,0.444,-0.0266,-0.0266,-0.5925,0.5591,0.0688,0.0688,1.3347,0.1946
"5917",71137,71137,"ENSMUSG00000020037","Rfx4","regulatory factor X, 4 (influences HLA class II expression)",0.1403,0.4875,0.2876,0.0799,0.0799,1.0848,0.2889,0.021,0.021,0.2893,0.7749,0.1713,0.1713,2.1082,0.0457
"5918",108169205,108169205,"","Gm50599","predicted gene, 50599",0.1403,0.4875,0.2875,0.4927,0.4927,2.2692,0.0326,0.3903,0.3903,1.8099,0.083,0.1975,0.1975,0.7965,0.4336
"5919",100043434,100043434,"","Gm4432","predicted gene 4432",0.1403,0.4875,0.2877,1.0883,1.0883,1.9992,0.0571,0.9504,0.9504,1.7549,0.0922,0.2212,0.2212,0.3443,0.7337
"5920",11519,11519,"ENSMUSG00000030000","Add2","adducin 2",0.1401,0.4875,0.2872,-0.1273,-0.1273,-2.1525,0.0417,-0.03,-0.03,-0.5192,0.6084,-0.0471,-0.0471,-0.7067,0.4866
"5921",102633689,102633689,"","Gm31452","predicted gene, 31452",0.1405,0.488,0.2879,0.3741,0.3741,1.0772,0.2922,0.473,0.473,1.3945,0.1761,-0.3078,-0.3078,-0.741,0.4659
"5922",72098,72098,"ENSMUSG00000028232","Tmem68","transmembrane protein 68",0.1407,0.4884,0.2881,0.0209,0.0209,0.3641,0.719,0.0994,0.0994,1.7716,0.0893,0.1163,0.1163,1.8082,0.0832
"5923",102635387,102635387,"","Gm32743","predicted gene, 32743",0.1407,0.4884,0.2881,0.7413,0.7413,1.65,0.1121,0.9418,0.9418,2.1598,0.0411,0.2719,0.2719,0.5231,0.6057
"5924",207259,207259,"ENSMUSG00000044646","Zbtb7c","zinc finger and BTB domain containing 7C",0.1408,0.4884,0.2882,-0.1772,-0.1772,-1.1508,0.2612,-0.096,-0.096,-0.6415,0.5273,-0.4121,-0.4121,-2.3182,0.0294
"5925",60596,60596,"ENSMUSG00000033910","Gucy1a1","guanylate cyclase 1, soluble, alpha 1",0.1407,0.4884,0.288,-0.109,-0.109,-1.0501,0.3042,-0.0535,-0.0535,-0.5282,0.6023,0.1356,0.1356,1.1727,0.2525
"5926",66431,66431,"ENSMUSG00000039670","Oxld1","oxidoreductase like domain containing 1",0.1407,0.4884,0.288,-0.0644,-0.0644,-0.6261,0.5372,-0.2221,-0.2221,-2.1723,0.04,-0.0545,-0.0545,-0.4754,0.6388
"5927",234915,234915,"ENSMUSG00000040729","Cep126","centrosomal protein 126",0.1408,0.4884,0.2883,-0.0309,-0.0309,-0.4225,0.6765,0.0894,0.0894,1.2587,0.2203,-0.0587,-0.0587,-0.7152,0.4814
"5928",16625,16625,"ENSMUSG00000066361","Serpina3c","serine (or cysteine) peptidase inhibitor, clade A, member 3C",0.1408,0.4884,0.2882,0.0613,0.0613,0.141,0.8891,0.5277,0.5277,1.2868,0.2105,-0.4947,-0.4947,-0.9503,0.3515
"5929",54473,54473,"ENSMUSG00000025139","Tollip","toll interacting protein",0.1409,0.4886,0.2883,-0.0596,-0.0596,-1.9262,0.0661,-0.003,-0.003,-0.0997,0.9214,-0.0218,-0.0218,-0.6254,0.5377
"5930",102632313,102632313,"","Gm30421","predicted gene, 30421",0.141,0.4886,0.2886,0.2623,0.2623,1.1963,0.2434,0.28,0.28,1.3036,0.2049,-0.1899,-0.1899,-0.7383,0.4676
"5931",223864,223864,"ENSMUSG00000022469","Rapgef3","Rap guanine nucleotide exchange factor (GEF) 3",0.141,0.4886,0.2885,-0.1048,-0.1048,-1.8227,0.0809,-0.1026,-0.1026,-1.8221,0.081,-0.1518,-0.1518,-2.3422,0.0279
